L_shoulder_x,L_shoulder_y,L_shoulder_z,L_shoulder_visibility,R_shoulder_x,R_shoulder_y,R_shoulder_z,R_shoulder_visibility,L_elbow_x,L_elbow_y,L_elbow_z,L_elbow_visibility,R_elbow_x,R_elbow_y,R_elbow_z,R_elbow_visibility,L_wrist_x,L_wrist_y,L_wrist_z,L_wrist_visibility,R_wrist_x,R_wrist_y,R_wrist_z,R_wrist_visibility,L_hip_x,L_hip_y,L_hip_z,L_hip_visibility,R_hip_x,R_hip_y,R_hip_z,R_hip_visibility,L_knee_x,L_knee_y,L_knee_z,L_knee_visibility,R_knee_x,R_knee_y,R_knee_z,R_knee_visibility,L_ankle_x,L_ankle_y,L_ankle_z,L_ankle_visibility,R_ankle_x,R_ankle_y,R_ankle_z,R_ankle_visibility,L_heel_x,L_heel_y,L_heel_z,L_heel_visibility,R_heel_x,R_heel_y,R_heel_z,R_heel_visibility,L_foot_x,L_foot_y,L_foot_z,L_foot_visibility,R_foot_x,R_foot_y,R_foot_z,R_foot_visibility,activity,video_file,frame_number
0.6043316125869751,0.2688285708427429,-0.10967320203781128,0.9997650384902954,0.3377254009246826,0.2704028785228729,-0.09853850305080414,0.9998414516448975,0.6335625648498535,0.4076184928417206,-0.006229652091860771,0.9265467524528503,0.30799686908721924,0.4074667990207672,-0.02937764674425125,0.8970691561698914,0.6320457458496094,0.5318798422813416,-0.07643692195415497,0.8009320497512817,0.2876906394958496,0.5370237827301025,-0.10835923999547958,0.6025579571723938,0.5218349695205688,0.5260505080223083,-0.01687593013048172,0.9997734427452087,0.3915591239929199,0.5261009931564331,0.016298646107316017,0.9996415972709656,0.532756507396698,0.7147747278213501,-0.0752345398068428,0.9563333988189697,0.37126556038856506,0.7078732252120972,0.01130647398531437,0.9467222690582275,0.5344256162643433,0.8574519157409668,0.3950822949409485,0.9588835835456848,0.368470698595047,0.8469967246055603,0.44198912382125854,0.9234456419944763,0.5187069773674011,0.8699518442153931,0.41881507635116577,0.9457476735115051,0.3862053453922272,0.8640924096107483,0.4704667925834656,0.9224426746368408,0.5599948167800903,0.9301445484161377,0.1918541043996811,0.8424708247184753,0.314638614654541,0.9300971627235413,0.21734586358070374,0.7134020924568176,girar,girar_007.mp4,0
0.6224527955055237,0.27143949270248413,-0.11434856057167053,0.9997876882553101,0.3214634358882904,0.27119046449661255,-0.09952594339847565,0.9998552203178406,0.6500835418701172,0.4138337969779968,-0.030886618420481682,0.9334165453910828,0.28462037444114685,0.4133946895599365,-0.030348576605319977,0.90608149766922,0.6459770798683167,0.5373352766036987,-0.08971858024597168,0.8200339078903198,0.27440178394317627,0.5416460037231445,-0.14346377551555634,0.640103816986084,0.5362892746925354,0.5359785556793213,-0.012494255788624287,0.9997946619987488,0.37641462683677673,0.5367359519004822,0.011822677217423916,0.9996747970581055,0.5435059070587158,0.7193356156349182,-0.0864020586013794,0.9605697989463806,0.3502255082130432,0.7171139121055603,0.010495603084564209,0.9518488049507141,0.5527828335762024,0.8622493743896484,0.37370049953460693,0.9624791741371155,0.3505839407444,0.8623241782188416,0.40499556064605713,0.9307693243026733,0.5364102125167847,0.8752129077911377,0.40097156167030334,0.943086564540863,0.3786972463130951,0.8801878690719604,0.43045344948768616,0.9254656434059143,0.5710416436195374,0.9399765729904175,0.169508159160614,0.8568044900894165,0.2963864505290985,0.9451124668121338,0.1920556128025055,0.741287887096405,girar,girar_007.mp4,1
0.6238699555397034,0.2720282971858978,-0.10437311977148056,0.9998077154159546,0.31755349040031433,0.2712284326553345,-0.12476719170808792,0.9998665452003479,0.6472952961921692,0.4127071499824524,0.0033745209220796824,0.9389858245849609,0.28281882405281067,0.4120403230190277,-0.08635196089744568,0.9141650199890137,0.6477676630020142,0.5383233428001404,-0.09639155864715576,0.8368385434150696,0.2721295654773712,0.5390916466712952,-0.22168073058128357,0.6739409565925598,0.5411596298217773,0.5359465479850769,-0.0016273288056254387,0.9998130202293396,0.3745935261249542,0.5375370979309082,0.00100155349355191,0.9997033476829529,0.5474709868431091,0.7206760048866272,-0.08945278078317642,0.9643178582191467,0.34470272064208984,0.7194659113883972,-0.008565201424062252,0.9563511610031128,0.5546672940254211,0.8630982637405396,0.4442606568336487,0.9653636813163757,0.34610864520072937,0.8618029952049255,0.4379693567752838,0.9371300935745239,0.5357568264007568,0.8745805025100708,0.4851776659488678,0.936762273311615,0.37071412801742554,0.8770531415939331,0.4653662145137787,0.9256946444511414,0.5679231882095337,0.9390372037887573,0.24494880437850952,0.8686926960945129,0.3000631630420685,0.9420070648193359,0.23519927263259888,0.7658148407936096,girar,girar_007.mp4,2
0.6194053292274475,0.2729758322238922,-0.11515827476978302,0.9998257160186768,0.31396782398223877,0.2711203098297119,-0.1728244572877884,0.9998766183853149,0.6425078511238098,0.41514715552330017,0.0045953914523124695,0.9435316920280457,0.277911901473999,0.41176271438598633,-0.14786148071289062,0.9215968251228333,0.6485143303871155,0.541056215763092,-0.10135262459516525,0.8517521619796753,0.2717321813106537,0.5407465696334839,-0.2824263572692871,0.7048547863960266,0.5398367643356323,0.5393984317779541,0.0016679107211530209,0.999829113483429,0.37178194522857666,0.5418249368667603,-0.002194095402956009,0.9997279047966003,0.5471202731132507,0.7239852547645569,-0.0859837755560875,0.9677262306213379,0.34265539050102234,0.7223592400550842,0.00026116048684343696,0.9604204893112183,0.5562686920166016,0.8679834604263306,0.4795900583267212,0.9681037068367004,0.34503400325775146,0.8607625961303711,0.44241294264793396,0.9428927302360535,0.5382454991340637,0.8800361752510071,0.5216026306152344,0.9326948523521423,0.3688037395477295,0.8749134540557861,0.4900549352169037,0.9269402623176575,0.5660052299499512,0.9434064030647278,0.2704150378704071,0.8796000480651855,0.2977469563484192,0.9440895318984985,0.27187788486480713,0.7879431843757629,girar,girar_007.mp4,3
0.6152697205543518,0.2733798027038574,-0.18461351096630096,0.9998414516448975,0.31083571910858154,0.27077215909957886,-0.3230206072330475,0.9998868703842163,0.6389634609222412,0.4160762131214142,-0.024829614907503128,0.9473707675933838,0.27482107281684875,0.41202136874198914,-0.2964676320552826,0.9285422563552856,0.6476746797561646,0.5429906249046326,-0.11126703768968582,0.8652089834213257,0.26987048983573914,0.5444661974906921,-0.4521852135658264,0.7330914735794067,0.5379013419151306,0.540246844291687,0.010799484327435493,0.9998420476913452,0.3706587553024292,0.5430168509483337,-0.011236182413995266,0.9997488856315613,0.5465191602706909,0.7227122187614441,-0.04512489214539528,0.9707818627357483,0.3368576467037201,0.7224069833755493,0.0737491026520729,0.9640857577323914,0.5538648962974548,0.8663439750671387,0.6572423577308655,0.9705774784088135,0.3461230397224426,0.8621984720230103,0.6527279615402222,0.9480517506599426,0.5339248180389404,0.8806455731391907,0.7029377818107605,0.9314959645271301,0.3716370761394501,0.8762186765670776,0.6993575692176819,0.9283701181411743,0.5658464431762695,0.9437634348869324,0.4244078993797302,0.8897331953048706,0.2934960722923279,0.9420333504676819,0.4033113121986389,0.8078226447105408,girar,girar_007.mp4,4
0.6092873215675354,0.27397575974464417,-0.16325503587722778,0.9998555183410645,0.30722886323928833,0.2702087461948395,-0.28912946581840515,0.999896228313446,0.6286963224411011,0.41572654247283936,0.01704365760087967,0.950132429599762,0.26820307970046997,0.41270244121551514,-0.2698591649532318,0.9351548552513123,0.6432139277458191,0.5436417460441589,-0.07605499029159546,0.8769090175628662,0.27421486377716064,0.5465837717056274,-0.3886604607105255,0.7587211728096008,0.5349206328392029,0.541354238986969,0.013728806748986244,0.9998536705970764,0.3703257739543915,0.5445495843887329,-0.014085420407354832,0.9997682571411133,0.5441214442253113,0.720205545425415,-0.004060913808643818,0.9734625816345215,0.33666619658470154,0.7217258214950562,0.06752191483974457,0.9673212170600891,0.5571257472038269,0.8640334606170654,0.5596681833267212,0.9728524088859558,0.34606635570526123,0.860258162021637,0.6369185447692871,0.9526272416114807,0.5361893773078918,0.8789553642272949,0.594513475894928,0.9316027164459229,0.37038952112197876,0.8738689422607422,0.6663658618927002,0.9291363954544067,0.5691067576408386,0.9433097839355469,0.4056786000728607,0.8990190029144287,0.29333749413490295,0.9404147863388062,0.33770737051963806,0.8256475329399109,girar,girar_007.mp4,5
0.6030756235122681,0.2742213308811188,-0.1363527923822403,0.9998677372932434,0.3024227023124695,0.26956993341445923,-0.29431694746017456,0.9999039173126221,0.6220964789390564,0.4148860573768616,0.05578263849020004,0.9510451555252075,0.26383674144744873,0.41206204891204834,-0.27640384435653687,0.9410819411277771,0.6394904255867004,0.5412521958351135,-0.04101969674229622,0.8872070908546448,0.27370285987854004,0.5452747941017151,-0.38753998279571533,0.7817843556404114,0.5326070785522461,0.5410381555557251,0.02098984643816948,0.9998632669448853,0.36861664056777954,0.5442208051681519,-0.021299172192811966,0.9997855424880981,0.5446215867996216,0.7208765149116516,0.004571427591145039,0.9756096005439758,0.3380812406539917,0.7213539481163025,0.055984608829021454,0.9698817133903503,0.5580317974090576,0.8620116710662842,0.5872989892959595,0.9745716452598572,0.34599077701568604,0.8613283634185791,0.5853525400161743,0.9563410878181458,0.5368852019309998,0.8762387037277222,0.6264937520027161,0.9299970269203186,0.3703433573246002,0.8753036260604858,0.6139758825302124,0.9254769682884216,0.5721593499183655,0.941049337387085,0.416077196598053,0.9071627855300903,0.2961936295032501,0.940994381904602,0.3382457494735718,0.8412066698074341,girar,girar_007.mp4,6
0.5992997884750366,0.2745038568973541,-0.13324126601219177,0.9998776316642761,0.29693010449409485,0.26893290877342224,-0.32737448811531067,0.9999105334281921,0.6165302991867065,0.41431736946105957,0.07630261778831482,0.9502559900283813,0.25849467515945435,0.41194868087768555,-0.3137846291065216,0.9463794827461243,0.6387597918510437,0.5431671738624573,-0.012783807702362537,0.8957252502441406,0.2732350528240204,0.545454740524292,-0.42221787571907043,0.8024213314056396,0.5320465564727783,0.5424157977104187,0.028586100786924362,0.9998711347579956,0.3673287630081177,0.5465143918991089,-0.028878256678581238,0.9998008608818054,0.5438225865364075,0.722495436668396,0.039929237216711044,0.9775204658508301,0.3414943218231201,0.7230966687202454,0.06145831197500229,0.9721503853797913,0.5575594305992126,0.8603125810623169,0.6951174139976501,0.9759587049484253,0.3493189811706543,0.86246657371521,0.6178312301635742,0.9596995115280151,0.5347899198532104,0.8734772801399231,0.7445476651191711,0.9286355376243591,0.3753010332584381,0.8758630156517029,0.6606343984603882,0.9225385189056396,0.5759745240211487,0.9389129281044006,0.5315880179405212,0.9143356084823608,0.294061541557312,0.9437376260757446,0.39189714193344116,0.8552225232124329,girar,girar_007.mp4,7
0.5935841798782349,0.27521583437919617,-0.08772198855876923,0.9998826384544373,0.2979902923107147,0.26682206988334656,-0.37567010521888733,0.9999169707298279,0.6088951230049133,0.4152633249759674,0.15253567695617676,0.9462626576423645,0.25714248418807983,0.4119723439216614,-0.3720097541809082,0.9513596296310425,0.6345393657684326,0.5439013242721558,0.09464119374752045,0.9026075601577759,0.27250027656555176,0.5475767850875854,-0.45096588134765625,0.8211452960968018,0.5308818221092224,0.5431178212165833,0.07070095837116241,0.999877393245697,0.36762264370918274,0.5476442575454712,-0.07095301896333694,0.9998161196708679,0.5435261726379395,0.7199423313140869,0.15592364966869354,0.9788641333580017,0.34315550327301025,0.7227712273597717,0.05706349015235901,0.9743092656135559,0.5504496693611145,0.8591594696044922,0.6852016448974609,0.9769894480705261,0.34956660866737366,0.8621073961257935,0.6011068224906921,0.9628180861473083,0.5265500545501709,0.8730652928352356,0.7246349453926086,0.9308793544769287,0.3744037449359894,0.8747208118438721,0.6365891098976135,0.9210226535797119,0.597604513168335,0.935932457447052,0.5381160974502563,0.9207785725593567,0.2981167435646057,0.9428840279579163,0.35199400782585144,0.8678779006004333,girar,girar_007.mp4,8
0.5889191627502441,0.27512261271476746,-0.06770987063646317,0.9998758435249329,0.300790399312973,0.26423680782318115,-0.48781535029411316,0.9999231696128845,0.6013022065162659,0.41510891914367676,0.20310284197330475,0.9336704015731812,0.2572859525680542,0.41162240505218506,-0.5140564441680908,0.9558613896369934,0.6295347213745117,0.5438255071640015,0.16454961895942688,0.9059589505195618,0.27840256690979004,0.5489234924316406,-0.5781003832817078,0.8379780650138855,0.5326093435287476,0.5444027781486511,0.11728642135858536,0.9998778700828552,0.3722991645336151,0.550287663936615,-0.11743218451738358,0.9998289942741394,0.5451844930648804,0.7177805304527283,0.34328413009643555,0.979927659034729,0.3418428599834442,0.721462607383728,0.06292864680290222,0.9763955473899841,0.544391393661499,0.8576772809028625,0.8440228700637817,0.977981686592102,0.34637656807899475,0.8633044958114624,0.6109171509742737,0.965890109539032,0.5235142707824707,0.8729098439216614,0.8805979490280151,0.9351559281349182,0.3716721534729004,0.8764901757240295,0.648642897605896,0.9233694076538086,0.6161404848098755,0.9298751950263977,0.7000501155853271,0.9267884492874146,0.2969413697719574,0.9434163570404053,0.372069776058197,0.8795968294143677,girar,girar_007.mp4,9
